Step Loss
0 38.542640686035156
10 3.578845500946045
20 0.7320817708969116
30 -0.06103905290365219
40 -0.12525570392608643
50 -0.3144795000553131
60 -0.43241697549819946
70 -0.5877905488014221
80 -0.8149797916412354
90 -1.1506248712539673
100 -1.6520956754684448
110 -1.9245284795761108
120 0.06406450271606445
130 -1.823948860168457
140 -1.815053105354309
