Step Loss
0 88.12671661376953
10 6.5547919273376465
20 0.030659690499305725
30 0.5023242235183716
40 -0.07514533400535583
50 -0.19864365458488464
60 -0.3211727738380432
70 -0.4484076201915741
80 -0.6374208927154541
90 -0.8935322165489197
100 -1.2431392669677734
110 -1.7151213884353638
120 -2.274691104888916
130 7.102475643157959
140 -1.4144686460494995
150 -0.8678863048553467
160 -1.500195026397705
170 -1.8759771585464478
180 -2.365895986557007
190 -2.734015941619873
200 -2.9271912574768066
210 -2.909543991088867
220 -2.9252395629882812
230 -2.934143304824829
240 -2.9395124912261963
250 -2.944007158279419
260 -2.9483752250671387
270 -2.952749490737915
280 -2.9571266174316406
290 -2.9615159034729004
300 -2.9659106731414795
310 -2.970308303833008
320 -2.9747047424316406
330 -2.979095935821533
340 -2.9834768772125244
350 -2.987840175628662
360 -2.9921796321868896
370 -2.996488571166992
380 -3.000758409500122
390 -3.0049822330474854
400 -3.0091512203216553
410 -2.8965964317321777
420 -2.898723602294922
430 -2.9006810188293457
440 -2.9024343490600586
450 -2.904043674468994
460 -2.9055683612823486
470 -2.907046318054199
480 -2.908499240875244
490 -2.90993595123291
500 -2.9113609790802
510 -2.9127755165100098
520 -2.9141790866851807
530 -2.915571689605713
540 -2.9169516563415527
550 -2.9183199405670166
560 -2.9196746349334717
570 -2.9210150241851807
580 -2.9223413467407227
590 -2.923652172088623
