x y Predicted Exact
0.0 0.0 0.7380275130271912 1.0
0.010101010091602802 0.0 0.7380574941635132 0.9998979568481445
0.020202020183205605 0.0 0.7379774451255798 0.9995918869972229
0.03030303120613098 0.0 0.7377874851226807 0.9990817308425903
0.04040404036641121 0.0 0.73748779296875 0.9983674883842468
0.05050504952669144 0.0 0.7370781898498535 0.9974492192268372
0.06060606241226196 0.0 0.736558735370636 0.9963269233703613
0.07070706784725189 0.0 0.7359290719032288 0.9950004816055298
0.08080808073282242 0.0 0.7351890802383423 0.9934700727462769
0.09090909361839294 0.0 0.7343384027481079 0.9917355179786682
0.10101009905338287 0.0 0.7333765029907227 0.9897969365119934
0.1111111119389534 0.0 0.7323031425476074 0.9876543283462524
0.12121212482452393 0.0 0.7311174869537354 0.9853076338768005
0.13131313025951385 0.0 0.7298190593719482 0.9827568531036377
0.14141413569450378 0.0 0.7284069061279297 0.9800020456314087
0.1515151560306549 0.0 0.7268805503845215 0.9770431518554688
0.16161616146564484 0.0 0.7252388000488281 0.9738802313804626
0.17171716690063477 0.0 0.7234808206558228 0.9705132246017456
0.1818181872367859 0.0 0.7216054797172546 0.9669421315193176
0.19191919267177582 0.0 0.719611644744873 0.9631670117378235
0.20202019810676575 0.0 0.7174980640411377 0.9591878652572632
0.21212121844291687 0.0 0.7152634263038635 0.9550045728683472
0.2222222238779068 0.0 0.7129061818122864 0.9506173133850098
0.23232322931289673 0.0 0.7104251384735107 0.9460259079933167
0.24242424964904785 0.0 0.7078183889389038 0.9412304759025574
0.2525252401828766 0.0 0.7050844430923462 0.9362310171127319
0.2626262605190277 0.0 0.7022212743759155 0.9310274720191956
0.27272728085517883 0.0 0.699227511882782 0.9256198406219482
0.28282827138900757 0.0 0.6961007714271545 0.9200081825256348
0.2929292917251587 0.0 0.6928393244743347 0.9141924381256104
0.3030303120613098 0.0 0.6894408464431763 0.908172607421875
0.31313130259513855 0.0 0.6859031915664673 0.9019488096237183
0.3232323229312897 0.0 0.6822241544723511 0.8955208659172058
0.3333333432674408 0.0 0.6784012317657471 0.8888888955116272
0.34343433380126953 0.0 0.6744320392608643 0.8820528388023376
0.35353535413742065 0.0 0.670313835144043 0.8750127553939819
0.3636363744735718 0.0 0.6660442352294922 0.8677685856819153
0.3737373650074005 0.0 0.6616203784942627 0.8603203892707825
0.38383838534355164 0.0 0.65703946352005 0.8526681065559387
0.39393940567970276 0.0 0.6522985100746155 0.844811737537384
0.4040403962135315 0.0 0.647394597530365 0.8367513418197632
0.4141414165496826 0.0 0.6423247456550598 0.8284869194030762
0.42424243688583374 0.0 0.6370855569839478 0.8200183510780334
0.4343434274196625 0.0 0.6316741704940796 0.8113458156585693
0.4444444477558136 0.0 0.6260868906974792 0.8024691343307495
0.4545454680919647 0.0 0.6203205585479736 0.7933884263038635
0.46464645862579346 0.0 0.6143717765808105 0.7841036319732666
0.4747474789619446 0.0 0.6082369089126587 0.7746148109436035
0.4848484992980957 0.0 0.6019123792648315 0.7649219036102295
