x y Predicted Exact
0.0 0.0 0.9626171588897705 1.0
0.010101010101010102 0.0 0.9625949859619141 0.9998979568481445
0.020202020202020204 0.0 0.9624369144439697 0.9995918869972229
0.030303030303030304 0.0 0.962142825126648 0.9990817308425903
0.04040404040404041 0.0 0.9617118835449219 0.9983674883842468
0.05050505050505051 0.0 0.9611432552337646 0.9974492192268372
0.06060606060606061 0.0 0.9604359865188599 0.9963269233703613
0.07070707070707072 0.0 0.959588885307312 0.9950004816055298
0.08080808080808081 0.0 0.9586002826690674 0.9934700727462769
0.09090909090909091 0.0 0.9574687480926514 0.9917355179786682
0.10101010101010102 0.0 0.9561923742294312 0.9897969365119934
0.11111111111111112 0.0 0.9547693729400635 0.9876543283462524
0.12121212121212122 0.0 0.9531972408294678 0.9853076338768005
0.13131313131313133 0.0 0.951473593711853 0.9827568531036377
0.14141414141414144 0.0 0.9495961666107178 0.9800020456314087
0.15151515151515152 0.0 0.9475618600845337 0.9770431518554688
0.16161616161616163 0.0 0.945367693901062 0.9738802313804626
0.17171717171717174 0.0 0.9430105686187744 0.9705132246017456
0.18181818181818182 0.0 0.9404869079589844 0.9669421315193176
0.19191919191919193 0.0 0.937793493270874 0.9631670117378235
0.20202020202020204 0.0 0.9349261522293091 0.9591878652572632
0.21212121212121213 0.0 0.9318808317184448 0.9550045728683472
0.22222222222222224 0.0 0.9286537170410156 0.9506173133850098
0.23232323232323235 0.0 0.9252400398254395 0.9460259079933167
0.24242424242424243 0.0 0.9216355085372925 0.9412304759025574
0.25252525252525254 0.0 0.9178352355957031 0.9362310171127319
0.26262626262626265 0.0 0.9138342142105103 0.9310274720191956
0.27272727272727276 0.0 0.9096274375915527 0.9256198406219482
0.2828282828282829 0.0 0.9052095413208008 0.9200081825256348
0.29292929292929293 0.0 0.9005750417709351 0.9141924381256104
0.30303030303030304 0.0 0.8957184553146362 0.908172607421875
0.31313131313131315 0.0 0.8906338214874268 0.9019488096237183
0.32323232323232326 0.0 0.8853152990341187 0.8955208659172058
0.33333333333333337 0.0 0.8797571659088135 0.8888888955116272
0.3434343434343435 0.0 0.8739532232284546 0.8820528388023376
0.3535353535353536 0.0 0.8678972721099854 0.8750127553939819
0.36363636363636365 0.0 0.8615827560424805 0.8677685856819153
0.37373737373737376 0.0 0.8550041913986206 0.8603203892707825
0.38383838383838387 0.0 0.8481547832489014 0.8526681065559387
0.393939393939394 0.0 0.8410284519195557 0.844811737537384
0.4040404040404041 0.0 0.833619236946106 0.8367513418197632
0.4141414141414142 0.0 0.825920820236206 0.8284869194030762
0.42424242424242425 0.0 0.817927360534668 0.8200183510780334
0.43434343434343436 0.0 0.8096332550048828 0.8113458156585693
0.4444444444444445 0.0 0.8010329008102417 0.8024691343307495
0.4545454545454546 0.0 0.7921210527420044 0.7933884263038635
0.4646464646464647 0.0 0.7828928232192993 0.7841036319732666
0.4747474747474748 0.0 0.7733434438705444 0.7746148109436035
0.48484848484848486 0.0 0.7634689807891846 0.7649219036102295
0.494949494949495 0.0 0.7532658576965332 0.7550250291824341
0.5050505050505051 0.0 0.7427307367324829 0.744924008846283
0.5151515151515152 0.0 0.7318612337112427 0.7346189022064209
0.5252525252525253 0.0 0.7206555604934692 0.7241097688674927
0.5353535353535354 0.0 0.7091126441955566 0.7133965492248535
0.5454545454545455 0.0 0.6972321271896362 0.702479362487793
0.5555555555555556 0.0 0.6850144863128662 0.6913579702377319
0.5656565656565657 0.0 0.6724615097045898 0.6800326704978943
0.5757575757575758 0.0 0.6595752239227295 0.6685032248497009
0.5858585858585859 0.0 0.6463596820831299 0.6567697525024414
0.595959595959596 0.0 0.6328191757202148 0.6448321342468262
0.6060606060606061 0.0 0.6189594268798828 0.6326905488967896
0.6161616161616162 0.0 0.6047875881195068 0.6203448176383972
0.6262626262626263 0.0 0.5903120040893555 0.6077951192855835
0.6363636363636365 0.0 0.575541615486145 0.5950413346290588
0.6464646464646465 0.0 0.5604874491691589 0.5820834636688232
0.6565656565656566 0.0 0.5451613664627075 0.5689215660095215
0.6666666666666667 0.0 0.5295766592025757 0.555555522441864
0.6767676767676768 0.0 0.5137479305267334 0.5419855117797852
0.686868686868687 0.0 0.4976908266544342 0.5282114744186401
0.696969696969697 0.0 0.4814221262931824 0.5142332315444946
0.7070707070707072 0.0 0.4649601876735687 0.5000510215759277
0.7171717171717172 0.0 0.4483239948749542 0.4856647253036499
0.7272727272727273 0.0 0.4315337836742401 0.47107434272766113
0.7373737373737375 0.0 0.4146105945110321 0.456279993057251
0.7474747474747475 0.0 0.39757612347602844 0.4412815570831299
0.7575757575757577 0.0 0.38045310974121094 0.4260789752006531
0.7676767676767677 0.0 0.36326438188552856 0.4106723666191101
0.7777777777777778 0.0 0.3460337519645691 0.395061731338501
0.787878787878788 0.0 0.32878488302230835 0.37924695014953613
0.797979797979798 0.0 0.31154197454452515 0.3632282614707947
0.8080808080808082 0.0 0.2943286895751953 0.3470054268836975
0.8181818181818182 0.0 0.2771691381931305 0.3305785059928894
0.8282828282828284 0.0 0.2600868344306946 0.31394755840301514
0.8383838383838385 0.0 0.24310502409934998 0.29711252450942993
0.8484848484848485 0.0 0.22624635696411133 0.2800734043121338
0.8585858585858587 0.0 0.20953306555747986 0.26283037662506104
0.8686868686868687 0.0 0.19298604130744934 0.2453831434249878
0.8787878787878789 0.0 0.17662586271762848 0.2277318835258484
0.888888888888889 0.0 0.1604718267917633 0.20987653732299805
0.8989898989898991 0.0 0.14454233646392822 0.19181710481643677
0.9090909090909092 0.0 0.1288546770811081 0.17355364561080933
0.9191919191919192 0.0 0.11342509090900421 0.15508627891540527
0.9292929292929294 0.0 0.09826813638210297 0.13641464710235596
0.9393939393939394 0.0 0.0833975225687027 0.11753904819488525
0.9494949494949496 0.0 0.06882566958665848 0.09845930337905884
0.9595959595959597 0.0 0.054563697427511215 0.07917553186416626
0.9696969696969697 0.0 0.04062158241868019 0.05968773365020752
0.9797979797979799 0.0 0.027007922530174255 0.03999596834182739
0.98989898989899 0.0 0.013729918748140335 0.020099997520446777
1.0 0.0 0.0007940009236335754 0.0
0.0 0.0 0.9626171588897705 1.0
0.010080673499716005 0.0006406456530966112 0.9625928401947021 0.9998979568481445
0.02016134699943201 0.0012812913061932224 0.9624323844909668 0.9995918869972229
0.030242020499148013 0.0019219369592898335 0.9621356725692749 0.9990817308425903
0.04032269399886402 0.002562582612386445 0.9617016315460205 0.9983674883842468
0.05040336749858003 0.0032032282654830564 0.9611295461654663 0.9974492192268372
